lat,lon,adr,name,start_t,end_t,mood_date,mood
50.7216299,-1.874567,27 Fir Vale Rd Bournemouth BH1 2JN UK,27 Fir Vale Rd,2019-07-13T20:18:20.780Z,2019-07-14T07:47:56Z,2019-07-13,rad
50.7247701,-1.8672498,Cranborne House St Paul's Pl Boscombe Bournemouth BH8 8HF UK,Cranborne House,2019-07-14T07:54:51.379Z,2019-07-14T08:24:00.522Z,2019-07-14,rad
50.643993,-2.054625,"Arfleet Mill Lakes, Studland Road Corfe Castle BH20 5JG UK",Dorset Adventure Park,2019-07-14T09:09:56.658Z,2019-07-14T11:41:59.880Z,2019-07-14,rad
50.640129,-2.0587958,The Square Corfe Castle Wareham BH20 5EZ UK,Corfe Castle,2019-07-14T11:50:04.420Z,2019-07-14T14:13:18.485Z,2019-07-14,rad
50.7247701,-1.8672498,Cranborne House St Paul's Pl Boscombe Bournemouth BH8 8HF UK,Cranborne House,2019-07-14T15:12:19.179Z,2019-07-14T17:13:32.513Z,2019-07-14,rad
50.7213532,-1.8656533,"Lansdowne Roundabout Boscombe, Bournemouth BH1 3JJ UK",Bournemouth and Poole College,2019-07-14T17:19:34.758Z,2019-07-14T17:51:56.200Z,2019-07-14,rad
50.7247701,-1.8672498,Cranborne House St Paul's Pl Boscombe Bournemouth BH8 8HF UK,Cranborne House,2019-07-14T19:58:37.285Z,2019-07-14T20:36:28.844Z,2019-07-14,rad
50.7216299,-1.874567,27 Fir Vale Rd Bournemouth BH1 2JN UK,27 Fir Vale Rd,2019-07-14T20:43:26.247Z,2019-07-15T08:05:44.255Z,2019-07-14,rad
50.7217802,-1.8758491,Richmond Gardens Shopping Centre Old Christchurch Rd Bournemouth BH1 1EP UK,Richmond Gardens Shopping Centre,2019-07-15T08:10:43.615Z,2019-07-15T12:40:01Z,2019-07-15,good
50.7247701,-1.8672498,Cranborne House St Paul's Pl Boscombe Bournemouth BH8 8HF UK,Cranborne House,2019-07-15T12:48:44.814Z,2019-07-15T13:19:54.818Z,2019-07-15,good
50.7199715,-1.8781467,Bournemouth BH1 1DR UK,Roddis House,2019-07-15T13:39:38.033Z,2019-07-15T13:51:36.908Z,2019-07-15,good
50.7216299,-1.874567,27 Fir Vale Rd Bournemouth BH1 2JN UK,27 Fir Vale Rd,2019-07-19T22:04:27.915Z,2019-07-20T07:44:52Z,2019-07-19,rad
50.7213532,-1.8656533,"Lansdowne Roundabout Boscombe, Bournemouth BH1 3JJ UK",Bournemouth and Poole College,2019-07-20T07:52:50.295Z,2019-07-20T08:18:44.768Z,2019-07-20,rad
51.3794031,-2.3641802,Avon St Bath BA1 1UT UK,Riverside Coach Park,2019-07-20T10:14:50.312Z,2019-07-20T11:08:06.163Z,2019-07-20,rad
51.3857067,-2.3708195,Marlborough Ln Bath BA1 2NQ UK,Royal Victoria Park,2019-07-20T11:21:20.869Z,2019-07-20T11:30:31.790Z,2019-07-20,rad
51.3814809,-2.3587346,Bath BA1 1LT UK,Bath Abbey,2019-07-20T11:51:37.804Z,2019-07-20T12:44:59.066Z,2019-07-20,rad
51.3793849,-2.3611066,12 St James's Parade Bath BA1 1UL UK,D & J Shoe Repairs,2019-07-20T12:47:00.563Z,2019-07-20T14:21:11Z,2019-07-20,rad
51.3822197,-2.3589238,High St Bath BA1 5AW UK,Guildhall,2019-07-20T14:21:27Z,2019-07-20T14:53:58.284Z,2019-07-20,rad
51.3788699,-2.3592482,Management Suite 12 Southgate St Bath BA1 1AQ UK,SouthGate,2019-07-20T14:54:17.473Z,2019-07-20T15:15:22.035Z,2019-07-20,rad
51.3814809,-2.3587346,Bath BA1 1LT UK,Bath Abbey,2019-07-20T15:23:23.209Z,2019-07-20T15:39:06.408Z,2019-07-20,rad
51.3788699,-2.3592482,Management Suite 12 Southgate St Bath BA1 1AQ UK,SouthGate,2019-07-20T15:43:09.241Z,2019-07-20T17:09:10.165Z,2019-07-20,rad
51.3794031,-2.3641802,Avon St Bath BA1 1UT UK,Riverside Coach Park,2019-07-20T17:17:47Z,2019-07-20T17:39:18.060Z,2019-07-20,rad
50.7222151,-1.8658603,3/5 Lansdowne Roundabout Boscombe Bournemouth BH8 8AA UK,KFC,2019-07-20T19:40:11.180Z,2019-07-20T20:10:33.747Z,2019-07-20,rad
50.7213532,-1.8656533,"Lansdowne Roundabout Boscombe, Bournemouth BH1 3JJ UK",Bournemouth and Poole College,2019-07-21T07:10:28.396Z,2019-07-21T07:31:26.701Z,2019-07-21,rad
50.7272168,-1.8641023,Holdenhurst Rd Boscombe Bournemouth BH8 8HX UK,Bournemouth,2019-07-21T07:40:32.049Z,2019-07-21T07:46:18.679Z,2019-07-21,rad
50.8288738,-0.1409956,Queens Rd Brighton BN1 3XP UK,Brighton,2019-07-21T10:24:14.700Z,2019-07-21T10:41:05.200Z,2019-07-21,rad
50.8192725,-0.1375474,254 Kings Rd Brighton BN2 1TD UK,Seasiders,2019-07-21T11:05:10Z,2019-07-21T11:54:53.715Z,2019-07-21,rad
50.8242594,-0.1362747,12a Marlborough Pl Brighton BN1 1WN UK,Victoria Gardens,2019-07-21T12:08:39.827Z,2019-07-21T12:14:37.891Z,2019-07-21,rad
50.8261111,-0.1391531,5 5A Upper Gardner St Brighton BN1 4AN UK,North Laine Bazaar,2019-07-21T12:21:57.250Z,2019-07-21T12:50:09.688Z,2019-07-21,rad
50.8205721,-0.1392104,66 East St Brighton BN1 1HQ UK,Paperchase,2019-07-21T13:11:04.594Z,2019-07-21T14:17:18.364Z,2019-07-21,rad
50.8288738,-0.1409956,Queens Rd Brighton BN1 3XP UK,Brighton,2019-07-21T14:43:52.160Z,2019-07-21T15:00:27.689Z,2019-07-21,rad
50.907232,-1.4133646,Central Station Bridge Blechynden Terrace Southampton SO15 1AL UK,Southampton Central,2019-07-21T16:56:26.164Z,2019-07-21T17:06:35.170Z,2019-07-21,rad
50.7213532,-1.8656533,"Lansdowne Roundabout Boscombe, Bournemouth BH1 3JJ UK",Bournemouth and Poole College,2019-07-21T17:50:02.625Z,2019-07-21T18:17:32.379Z,2019-07-21,rad
50.7247701,-1.8672498,Cranborne House St Paul's Pl Boscombe Bournemouth BH8 8HF UK,Cranborne House,2019-07-21T18:18:53.507Z,2019-07-21T19:00:37.303Z,2019-07-21,rad
50.7247701,-1.8672498,Cranborne House St Paul's Pl Boscombe Bournemouth BH8 8HF UK,Cranborne House,2019-07-22T12:52:15.085Z,2019-07-22T13:12:15.819Z,2019-07-22,rad
50.7159831,-1.876476,Oceanarium Pier Approach Bournemouth BH2 5AA UK,Oceanarium,2019-07-22T13:31:08.869Z,2019-07-22T14:36:16.353Z,2019-07-22,rad
50.7247701,-1.8672498,Cranborne House St Paul's Pl Boscombe Bournemouth BH8 8HF UK,Cranborne House,2019-07-22T15:57:20.358Z,2019-07-22T17:00:57.180Z,2019-07-22,rad
50.7217802,-1.8758491,Richmond Gardens Shopping Centre Old Christchurch Rd Bournemouth BH1 1EP UK,Richmond Gardens Shopping Centre,2019-07-22T17:07:41.170Z,2019-07-22T17:28:23.899Z,2019-07-22,rad
50.7216299,-1.874567,27 Fir Vale Rd Bournemouth BH1 2JN UK,27 Fir Vale Rd,2019-07-22T17:31:03.607Z,2019-07-22T20:51:53.709Z,2019-07-22,rad
50.7247701,-1.8672498,Cranborne House St Paul's Pl Boscombe Bournemouth BH8 8HF UK,Cranborne House,2019-07-22T20:57:23.259Z,2019-07-22T23:28:08.818Z,2019-07-22,rad
50.7202346,-1.8786861,The Square 9-13 Old Christchurch Rd Bournemouth BH1 1DY UK,WHSmith,2019-07-23T12:04:37.453Z,2019-07-23T12:20:12.756Z,2019-07-23,rad
50.7247701,-1.8672498,Cranborne House St Paul's Pl Boscombe Bournemouth BH8 8HF UK,Cranborne House,2019-07-23T12:30:06.114Z,2019-07-23T13:25:15.472Z,2019-07-23,rad
50.7213532,-1.8656533,"Lansdowne Roundabout Boscombe, Bournemouth BH1 3JJ UK",Bournemouth and Poole College,2019-07-23T16:25:47.648Z,2019-07-23T16:30:43.552Z,2019-07-23,rad
50.7247701,-1.8672498,Cranborne House St Paul's Pl Boscombe Bournemouth BH8 8HF UK,Cranborne House,2019-07-23T16:32:48.538Z,2019-07-23T17:14:27.841Z,2019-07-23,rad
50.7213532,-1.8656533,"Lansdowne Roundabout Boscombe, Bournemouth BH1 3JJ UK",Bournemouth and Poole College,2019-07-23T17:21:24.670Z,2019-07-23T17:59:08.745Z,2019-07-23,rad
50.7237796,-1.8674666,Madeira Rd Bournemouth BH1 1QQ UK,The Co-operative Food,2019-07-23T18:02:45.328Z,2019-07-23T20:36:20.794Z,2019-07-23,rad
50.7216299,-1.874567,27 Fir Vale Rd Bournemouth BH1 2JN UK,27 Fir Vale Rd,2019-07-23T20:45:17.794Z,2019-07-24T12:21:40Z,2019-07-23,rad
50.7213532,-1.8656533,"Lansdowne Roundabout Boscombe, Bournemouth BH1 3JJ UK",Bournemouth and Poole College,2019-07-24T12:29:01.381Z,2019-07-24T12:52:06.793Z,2019-07-24,rad
50.6943341,-1.9314297,17 - 21 Banks Road Poole BH13 7PW UK,ACE Sandbanks,2019-07-24T13:09:33Z,2019-07-24T16:14:25.247Z,2019-07-24,rad
50.7213532,-1.8656533,"Lansdowne Roundabout Boscombe, Bournemouth BH1 3JJ UK",Bournemouth and Poole College,2019-07-24T16:58:00.357Z,2019-07-24T17:35:48Z,2019-07-24,rad
50.7247701,-1.8672498,Cranborne House St Paul's Pl Boscombe Bournemouth BH8 8HF UK,Cranborne House,2019-07-24T17:40:22.112Z,2019-07-24T20:06:28.475Z,2019-07-24,rad
50.7216299,-1.874567,27 Fir Vale Rd Bournemouth BH1 2JN UK,27 Fir Vale Rd,2019-07-24T20:14:09.499Z,2019-07-25T09:16:23.335Z,2019-07-24,rad
50.7213306,-1.8761677,The Quadrant Arcade 68 Old Christchurch Rd Bournemouth BH1 1LL UK,TK Maxx,2019-07-25T09:16:51.730Z,2019-07-25T09:57:51.408Z,2019-07-25,rad
50.7198142,-1.8776616,22 Gervis Pl Bournemouth BH1 2AL UK,John Anthony,2019-07-25T09:59:32.910Z,2019-07-25T10:30:19.543Z,2019-07-25,rad
50.7204599,-1.8841204,3-4 The Triangle Bournemouth BH2 5RG UK,Tesco Express,2019-07-25T10:37:34.288Z,2019-07-25T11:06:27Z,2019-07-25,rad
50.7201783,-1.8784795,15 Old Christchurch Rd Bournemouth BH1 1DR UK,Accessorize,2019-07-25T11:11:34.272Z,2019-07-25T18:01:26.446Z,2019-07-25,rad
50.7216299,-1.874567,27 Fir Vale Rd Bournemouth BH1 2JN UK,27 Fir Vale Rd,2019-07-25T19:07:36.074Z,2019-07-26T12:20:12.525Z,2019-07-25,rad
50.7217802,-1.8758491,Richmond Gardens Shopping Centre Old Christchurch Rd Bournemouth BH1 1EP UK,Richmond Gardens Shopping Centre,2019-07-26T12:20:12.526Z,2019-07-26T12:33:44.457Z,2019-07-26,rad
50.7247701,-1.8672498,Cranborne House St Paul's Pl Boscombe Bournemouth BH8 8HF UK,Cranborne House,2019-07-26T12:41:48.604Z,2019-07-26T13:30:10.334Z,2019-07-26,rad
50.7216299,-1.874567,27 Fir Vale Rd Bournemouth BH1 2JN UK,27 Fir Vale Rd,2019-07-26T13:36:16.270Z,2019-07-26T13:49:11.606Z,2019-07-26,rad
50.7247701,-1.8672498,Cranborne House St Paul's Pl Boscombe Bournemouth BH8 8HF UK,Cranborne House,2019-07-26T13:55:13.781Z,2019-07-26T14:12:11.241Z,2019-07-26,rad
50.7216299,-1.874567,27 Fir Vale Rd Bournemouth BH1 2JN UK,27 Fir Vale Rd,2019-07-26T15:19:12.268Z,2019-07-27T07:32:04Z,2019-07-26,rad
50.7213532,-1.8656533,"Lansdowne Roundabout Boscombe, Bournemouth BH1 3JJ UK",Bournemouth and Poole College,2019-07-27T07:37:23.241Z,2019-07-27T07:49:26.668Z,2019-07-27,rad
50.7269535,-1.864544,"Unnamed Road Boscombe, Bournemouth BH8 8HX UK",Bournemouth Train Station Waiting Zone,2019-07-27T08:02:12.379Z,2019-07-27T08:21:43.372Z,2019-07-27,rad
51.5031653,-0.1123051,Waterloo Rd London SE1 8SW UK,Waterloo Station,2019-07-27T10:23:37.506Z,2019-07-27T10:45:02.820Z,2019-07-27,rad
51.4994794,-0.1248092,London SW1A 0AA UK,Palace of Westminster,2019-07-27T11:03:26.359Z,2019-07-27T11:15:26.096Z,2019-07-27,rad
51.5024597,-0.1348109,London SW1H 9AP UK,St James's Park,2019-07-27T11:19:35.116Z,2019-07-27T11:36:33.590Z,2019-07-27,rad
51.511451,-0.128144,Cranbourn St London WC2H 0AP UK,Leicester Square Station,2019-07-27T11:47:13.098Z,2019-07-27T11:52:41.420Z,2019-07-27,rad
51.515673,-0.126015,168 High Holborn London WC1V 7AA UK,The Craft Beer Co. Covent Garden,2019-07-27T11:57:49.166Z,2019-07-27T12:03:06.241Z,2019-07-27,rad
51.5194133,-0.1269566,Great Russell St London WC1B 3DG UK,The British Museum,2019-07-27T12:03:27.267Z,2019-07-27T12:12:41.399Z,2019-07-27,rad
50.7247701,-1.8672498,Cranborne House St Paul's Pl Boscombe Bournemouth BH8 8HF UK,Cranborne House,2019-07-27T20:13:55.060Z,2019-07-27T20:25:38.470Z,2019-07-27,rad
50.7216299,-1.874567,27 Fir Vale Rd Bournemouth BH1 2JN UK,27 Fir Vale Rd,2019-07-27T20:35:20.984Z,2019-07-28T07:32:18.464Z,2019-07-27,rad
50.7247701,-1.8672498,Cranborne House St Paul's Pl Boscombe Bournemouth BH8 8HF UK,Cranborne House,2019-07-28T07:43:58.931Z,2019-07-28T08:33:55.629Z,2019-07-28,rad
50.726795,-1.864802,Boscombe Bournemouth BH8 8DL UK,Bournemouth (Coach Station),2019-07-28T08:44:01.564Z,2019-07-28T08:52:36.534Z,2019-07-28,rad
50.7196614,-1.877402,Bournemouth BH1 2AA UK,Bournemouth Square (Stand T),2019-07-28T08:56:48.992Z,2019-07-28T09:04:32.483Z,2019-07-28,rad
50.6099025,-1.9602061,Station Rd Swanage BH19 1HB UK,Swanage Railway,2019-07-28T11:11:55.345Z,2019-07-28T11:19:06.807Z,2019-07-28,rad
50.6090494,-1.9569461,1 Institute Rd Swanage BH19 1BT UK,The Cornish Bakery,2019-07-28T11:22:59.318Z,2019-07-28T11:34:44.903Z,2019-07-28,rad
50.6106015,-1.9576837,Shore Rd Swanage BH19 1LB UK,Purbeck Heritage Coast,2019-07-28T12:01:26.719Z,2019-07-28T13:16:46.066Z,2019-07-28,rad
50.6099025,-1.9602061,Station Rd Swanage BH19 1HB UK,Swanage Railway,2019-07-28T13:45:02.976Z,2019-07-28T15:01:43.223Z,2019-07-28,rad
50.7346718,-1.8690906,1-13 Charminster Rd Bournemouth BH8 8UE UK,Tesco Express,2019-07-28T15:17:25.480Z,2019-07-28T15:51:15.215Z,2019-07-28,rad
50.7186662,-1.9806669,110 Dolphin Centre Poole BH15 1SZ UK,Dolphin Shopping Centre,2019-07-28T15:57:56.966Z,2019-07-28T16:05:13.731Z,2019-07-28,rad
50.7213532,-1.8656533,"Lansdowne Roundabout Boscombe, Bournemouth BH1 3JJ UK",Bournemouth and Poole College,2019-07-28T16:51:12.264Z,2019-07-28T17:31:22.254Z,2019-07-28,rad
50.7247701,-1.8672498,Cranborne House St Paul's Pl Boscombe Bournemouth BH8 8HF UK,Cranborne House,2019-07-28T17:36:46.911Z,2019-07-28T19:16:05.142Z,2019-07-28,rad
50.7247701,-1.8672498,Cranborne House St Paul's Pl Boscombe Bournemouth BH8 8HF UK,Cranborne House,2019-07-29T12:46:26.776Z,2019-07-29T13:22:07.213Z,2019-07-29,rad
50.7196605,-1.8792773,Bournemouth BH1 1DU UK,The Hedgehog,2019-07-29T13:40:09.916Z,2019-07-29T13:54:50.636Z,2019-07-29,rad
50.7188292,-1.8795516,Bh2 Leisure Exeter Cres Bournemouth BH2 5DD UK,BH2 Leisure,2019-07-29T13:56:06.946Z,2019-07-29T14:50:48.040Z,2019-07-29,rad
50.7200793,-1.8788846,Bournemouth BH1 1DY UK,Bournemouth Square (Stand O),2019-07-29T14:51:17.002Z,2019-07-29T14:58:38.207Z,2019-07-29,rad
50.7217802,-1.8758491,Richmond Gardens Shopping Centre Old Christchurch Rd Bournemouth BH1 1EP UK,Richmond Gardens Shopping Centre,2019-07-29T15:01:28.603Z,2019-07-29T15:13:27.437Z,2019-07-29,rad
50.7247701,-1.8672498,Cranborne House St Paul's Pl Boscombe Bournemouth BH8 8HF UK,Cranborne House,2019-07-29T15:20:31.415Z,2019-07-29T17:07:24.049Z,2019-07-29,rad
50.7213532,-1.8656533,"Lansdowne Roundabout Boscombe, Bournemouth BH1 3JJ UK",Bournemouth and Poole College,2019-07-29T17:14:09.351Z,2019-07-29T17:49:00.369Z,2019-07-29,rad
50.7213532,-1.8656533,"Lansdowne Roundabout Boscombe, Bournemouth BH1 3JJ UK",Bournemouth and Poole College,2019-07-29T19:21:35.423Z,2019-07-29T19:26:29.537Z,2019-07-29,rad
50.7247701,-1.8672498,Cranborne House St Paul's Pl Boscombe Bournemouth BH8 8HF UK,Cranborne House,2019-07-29T19:28:17.878Z,2019-07-29T20:57:29.012Z,2019-07-29,rad
50.7217802,-1.8758491,Richmond Gardens Shopping Centre Old Christchurch Rd Bournemouth BH1 1EP UK,Richmond Gardens Shopping Centre,2019-07-30T14:22:37.454Z,2019-07-30T14:41:29.520Z,2019-07-30,meh
50.7216299,-1.874567,27 Fir Vale Rd Bournemouth BH1 2JN UK,27 Fir Vale Rd,2019-07-30T14:42:22.652Z,2019-07-31T14:56:32.572Z,2019-07-30,meh
50.7188292,-1.8795516,Bh2 Leisure Exeter Cres Bournemouth BH2 5DD UK,BH2 Leisure,2019-07-31T14:59:53.014Z,2019-07-31T15:06:57.842Z,2019-07-31,rad
50.720638,-1.8761,The Quadrant Centre Bournemouth BH1 2AD UK,The Mary Shelley,2019-07-31T15:32:14.413Z,2019-07-31T17:30:06.871Z,2019-07-31,rad
50.7216299,-1.874567,27 Fir Vale Rd Bournemouth BH1 2JN UK,27 Fir Vale Rd,2019-07-31T17:32:12.405Z,2019-08-01T09:45:24.693Z,2019-07-31,rad
40.8954161,14.1812967,"Via Casalanno, 103/105 80016 Marano di Napoli NA Italia",Bar My S.A.S. - Immacolata Concetta Di Cerullo,2019-06-01T19:10:17.785Z,2019-06-01T23:17:10.777Z,2019-06-01,good
40.0002059,15.3594388,"Via Sirene, 67 84059 Marina di Camerota SA Italia",Villaggio Camping,2019-06-09T19:19:19Z,2019-06-10T05:08:47Z,2019-06-09,rad
40.6930408,14.8349488,A2 Autostrada del Mediterraneo 84090 San Mango Piemonte SA Italia,Autogrill Salerno Est,2019-06-10T07:01:38Z,2019-06-10T07:06:40.766Z,2019-06-10,good
40.8529221,14.2723433,P.za Giuseppe Garibaldi 80142 Napoli NA Italia,Napoli Centrale,2019-06-10T08:02:16.508Z,2019-06-10T08:09:34.878Z,2019-06-10,good
40.8553252,14.2550321,80137 Napoli NA Italia,Naples Piazza Cavour Station,2019-06-11T12:38:22.299Z,2019-06-11T12:52:08.823Z,2019-06-11,meh
40.8453322,14.2604631,"Università degli Studi di Napoli Via Nuova Marina, 59 80133 Napoli NA Italia",Università Degli Studi di Napoli L'Orientale - Palazzo del Mediterraneo,2019-06-12T07:41:12.104Z,2019-06-12T07:59:57.789Z,2019-06-12,meh
40.8421322,14.2559794,"Via Alcide de Gasperi, 45 80133 Napoli NA Italia",Azienda per il Diritto allo Studio Universitario della Regione Campania - Sede di Napoli,2019-06-12T09:38:37.690Z,2019-06-12T09:48:04.370Z,2019-06-12,meh
40.8432215,14.2489647,"Via Armando Diaz, 180/B, I-80134 Napoli, Italia","Via Armando Diaz, 180/B",2019-06-12T09:56:13.689Z,2019-06-12T11:21:17.216Z,2019-06-12,meh
40.8402713,14.2480532,"Vico Tre Re a Toledo, 6 80132 Napoli NA Italia",Ristorante Pizzeria 7 Soldi,2019-06-12T11:25:20.147Z,2019-06-12T12:25:11.715Z,2019-06-12,meh
40.845492,14.2578058,"Corso Umberto I, 40 80138 Napoli NA Italia",University of Naples Federico II,2019-06-12T16:59:44.309Z,2019-06-12T17:07:25.678Z,2019-06-12,meh
40.863543,14.2555124,"Salita Moiariello, 16 80131 Napoli NA Italia",INAF Capodimonte Astronomical Observatory,2019-06-14T18:45:01.439Z,2019-06-14T21:28:00.952Z,2019-06-14,good
40.8358256,14.2485831,Piazza del Plebiscito 80132 Napoli NA Italia,Piazza del Plebiscito,2019-06-15T20:56:12.036Z,2019-06-15T23:38:12.718Z,2019-06-15,good
40.8220425,14.3332958,"Via S. Cristoforo, 2 80055 Portici NA Italia",Supermercato Pellicano,2019-06-17T06:15:00.809Z,2019-06-17T06:23:39.865Z,2019-06-17,good
40.9398606,14.3728586,80011 Acerra NA Italia,Acerra,2019-06-17T07:09:39.531Z,2019-06-17T07:25:22.774Z,2019-06-17,good
40.9482901,14.3818251,"Via Torquato Tasso, 1 80011 Acerra NA Italia",State Police - Commissioner of Acerra,2019-06-17T07:40:52.874Z,2019-06-17T08:11:54.398Z,2019-06-17,good
40.9398606,14.3728586,80011 Acerra NA Italia,Acerra,2019-06-17T08:30:00.257Z,2019-06-17T09:00:28.004Z,2019-06-17,good
40.8312592,14.244409,"Via Chiatamone, 61/62 80121 Napoli NA Italia","University of Naples ""L'Orientale""",2019-06-20T10:08:02Z,2019-06-20T10:25:27.360Z,2019-06-20,good
40.8416118,14.2489927,"Via Ponte di Tappia, 92 80133 Napoli NA Italia",Mandara,2019-06-20T10:47:36.920Z,2019-06-20T11:07:55.379Z,2019-06-20,good
40.8193565,14.166708,80124 Napoli NA Italia,Bagnoli - Agnano Terme,2019-06-22T18:07:34.456Z,2019-06-22T18:39:26.713Z,2019-06-22,rad
40.8211901,14.1613961,"ex Base Nato di Bagnoli Viale della Liberazione, 1 80124 Bagnoli NA Italia",Piscina NaNa,2019-06-22T18:59:09.619Z,2019-06-22T21:42:43.101Z,2019-06-22,rad
40.8494937,14.2359536,"Viale Michelangelo, 82 80129 Napoli NA Italia",Fabiolotto,2019-06-22T22:14:23.719Z,2019-06-22T22:33:18.506Z,2019-06-22,rad
40.8881981,14.3717696,VIA VECCHIULLO NCM 80013 Casalnuovo di Napoli NA Italia,TONY FRIP,2019-06-23T14:57:28Z,2019-06-23T18:04:53.315Z,2019-06-23,meh
40.8423793,14.2494379,"Via Armando Diaz, 20 80134 Napoli NA Italia",Caffè Bistrot Toledo,2019-06-25T16:52:21.337Z,2019-06-25T17:30:14.296Z,2019-06-25,rad
40.8432024,14.2221295,"Via Francesco Cilea, 104 80127 Napoli NA Italia",Puok Burger Store (VOL.1 Vomero),2019-06-25T18:00:53.365Z,2019-06-25T19:12:18.802Z,2019-06-25,rad
40.8502217,14.2231834,"Via Simone Martini, 47 80128 Napoli NA Italia",Bar Satira 3 di Visconti Raffaele,2019-06-25T19:20:24.437Z,2019-06-25T22:42:01.924Z,2019-06-25,rad
40.8508397,14.2598529,Via Duomo Napoli NA Italia,Via Duomo,2019-06-27T06:39:03.266Z,2019-06-27T11:08:40.439Z,2019-06-27,rad
40.8423793,14.2494379,"Via Armando Diaz, 20 80134 Napoli NA Italia",Caffè Bistrot Toledo,2019-06-27T17:32:54.297Z,2019-06-27T18:30:58.039Z,2019-06-27,rad
40.8847493,14.289243,Viale F. Ruffo di Calabria 80144 Napoli NA Italia,Naples International Airport,2019-06-28T06:31:24.243Z,2019-06-28T08:32:10.642Z,2019-06-28,rad
51.1536621,-0.1820629,Horley Gatwick RH6 0NP UK,Gatwick Airport,2019-06-28T11:48:27.795Z,2019-06-28T12:18:45.288Z,2019-06-28,rad
50.832942,-0.1296127,9 Park Crescent Pl Brighton BN2 3HF UK,9 Park Crescent Pl,2019-06-28T13:21:08.003Z,2019-06-28T14:01:40.274Z,2019-06-28,rad
50.821627,-0.136272,7 Old Steine Kemptown Brighton BN1 1EJ UK,Brighton Language College,2019-06-28T14:08:17.154Z,2019-06-28T15:01:50.173Z,2019-06-28,rad
50.8329681,-0.1298493,20 Park Crescent Pl Brighton BN2 3HG UK,20 Park Crescent Pl,2019-06-28T15:10:54.947Z,2019-06-28T15:51:51.842Z,2019-06-28,rad
50.8229673,-0.1457714,Russell Pl Brighton BN1 2RG UK,Churchill Square Shopping Centre,2019-06-28T16:22:42.923Z,2019-06-28T16:34:09.931Z,2019-06-28,rad
50.8242594,-0.1362747,12a Marlborough Pl Brighton BN1 1WN UK,Victoria Gardens,2019-06-28T18:28:49.578Z,2019-06-28T19:03:24.730Z,2019-06-28,rad
50.8261111,-0.1391531,5 5A Upper Gardner St Brighton BN1 4AN UK,North Laine Bazaar,2019-06-28T19:07:27.524Z,2019-06-28T20:15:03.667Z,2019-06-28,rad
50.82471,-0.1398326,8 Gardner St Brighton BN1 1UP UK,Red Eye Vape Store,2019-06-28T20:19:08.897Z,2019-06-28T20:24:47.109Z,2019-06-28,rad
50.821079,-0.1452933,Kingswest West St Brighton BN1 2RE UK,ODEON Brighton,2019-06-28T20:30:57.416Z,2019-06-28T20:39:00.199Z,2019-06-28,rad
50.8261111,-0.1391531,5 5A Upper Gardner St Brighton BN1 4AN UK,North Laine Bazaar,2019-06-28T20:49:14.361Z,2019-06-28T20:55:18.337Z,2019-06-28,rad
50.8329681,-0.1298493,20 Park Crescent Pl Brighton BN2 3HG UK,20 Park Crescent Pl,2019-06-28T21:14:01.002Z,2019-06-29T10:01:40.626Z,2019-06-28,rad
50.8310776,-0.1332521,Union Rd Brighton BN1 4ZN UK,The Level,2019-06-29T10:06:55.009Z,2019-06-29T10:12:09.204Z,2019-06-29,rad
50.8188731,-0.1352936,Brighton Beach 4 Madeira Dr Brighton BN2 1ET UK,Brighton Beach,2019-06-29T10:30:20.652Z,2019-06-29T11:18:32.656Z,2019-06-29,rad
50.8199559,-0.1353823,Marine Parade Kemptown Brighton BN2 1TB UK,Sea Life Centre (Stop K),2019-06-29T11:20:34.080Z,2019-06-29T11:28:46.839Z,2019-06-29,rad
50.7910565,0.0179716,73A Cornwall Ave Peacehaven BN10 8SE UK,73A Cornwall Ave,2019-06-29T12:04:29.715Z,2019-06-29T12:30:20.327Z,2019-06-29,rad
50.7908441,0.0006754,Burger & Bird 205 S Coast Rd Peacehaven BN10 8LA UK,Burger & Bird,2019-06-29T12:35:37.928Z,2019-06-29T14:34:33.422Z,2019-06-29,rad
50.7910565,0.0179716,73A Cornwall Ave Peacehaven BN10 8SE UK,73A Cornwall Ave,2019-06-29T14:37:43.610Z,2019-06-29T15:25:08.729Z,2019-06-29,rad
50.7878517,0.0182267,25 S Coast Rd Peacehaven BN10 8SZ UK,25 S Coast Rd,2019-06-29T15:27:10.129Z,2019-06-29T15:40:15.460Z,2019-06-29,rad
50.8223517,-0.1376855,4/5 Pavilion Buildings Brighton BN1 1EE UK,Royal Pavilion,2019-06-29T16:12:09.035Z,2019-06-29T16:18:11.615Z,2019-06-29,rad
50.8296224,-0.1362604,1-4 London Rd Brighton BN1 4JA UK,ALDI,2019-06-29T16:47:41.347Z,2019-06-29T17:11:11.626Z,2019-06-29,rad
50.8329681,-0.1298493,20 Park Crescent Pl Brighton BN2 3HG UK,20 Park Crescent Pl,2019-06-29T17:19:34.383Z,2019-06-29T17:29:46.195Z,2019-06-29,rad
50.8364491,-0.1530446,197 Dyke Rd Hove BN1 5AS UK,Dyke Road Park,2019-06-29T18:00:05.472Z,2019-06-29T19:59:21.853Z,2019-06-29,rad
40.846386,14.2549933,"Via S. Giovanni Maggiore Pignatelli, 17 80134 Napoli NA Italia",Vida,2019-03-02T21:43:01.844Z,2019-03-02T22:44:25.403Z,2019-03-02,good
